investigation_type,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,state,year,month,day,human_error,make_model
accident,non-fatal,substantial,unknown,fokker,F28,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,133.0,VMC,standing,Probable Cause,NY,1990,6,16,False,fokker F28
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,3.0,150.0,VMC,taxi,Probable Cause,NY,1990,9,9,False,boeing 727
accident,non-fatal,destroyed,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,2.0,3.0,VMC,takeoff,Probable Cause,NY,1991,3,12,False,boeing DC8
accident,non-fatal,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,1.0,3.0,39.0,VMC,cruise,Probable Cause,NY,1991,3,23,False,boeing 727
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,102.0,VMC,cruise,Probable Cause,NY,1991,4,29,False,boeing 747
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,157.0,VMC,approach,Probable Cause,NY,1991,7,2,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,2.0,0.0,39.0,VMC,landing,Probable Cause,NY,1992,1,18,False,boeing DC9
accident,fatal,destroyed,airplane,fokker,F28,no,2.0,turbo fan,commercial flight,27.0,9.0,12.0,3.0,IMC,takeoff,Probable Cause,NY,1992,3,22,False,fokker F28
incident,incident,minor,unknown,lockheed,L1011,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,308.0,VMC,landing,Probable Cause,NY,1992,4,23,False,lockheed L1011
incident,incident,minor,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,195.0,VMC,takeoff,Probable Cause,NY,1992,6,27,False,boeing 767
accident,non-fatal,destroyed,airplane,lockheed,L1011,no,3.0,turbo fan,commercial flight,0.0,1.0,9.0,282.0,VMC,takeoff,Probable Cause,NY,1992,7,30,False,lockheed L1011
accident,fatal,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,1.0,0.0,0.0,59.0,VMC,taxi,Probable Cause,NY,1992,12,8,False,boeing 737
accident,non-fatal,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,193.0,VMC,taxi,Probable Cause,NY,1993,7,25,False,boeing 747
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,387.0,VMC,climb,Probable Cause,NY,1993,9,11,False,boeing 747
incident,incident,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,85.0,VMC,cruise,Probable Cause,NY,1993,9,13,False,boeing 757
accident,non-fatal,substantial,unknown,boeing,MD82,no,2.0,turbo jet,commercial flight,0.0,0.0,30.0,86.0,IMC,takeoff,Probable Cause,NY,1994,3,2,False,boeing MD82
accident,non-fatal,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,1.0,3.0,163.0,VMC,maneuvering,Probable Cause,NY,1994,6,29,False,boeing 767
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,189.0,VMC,landing,Probable Cause,NY,1994,12,18,False,boeing 747
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo jet,commercial flight,0.0,0.0,0.0,5.0,VMC,takeoff,Probable Cause,NY,1994,12,25,False,boeing DC8
accident,non-fatal,unknown,unknown,boeing,MD11,no,3.0,turbo fan,commercial flight,0.0,2.0,33.0,74.0,VMC,taxi,Probable Cause,NY,1995,4,2,False,boeing MD11
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,436.0,VMC,climb,Probable Cause,NY,1995,8,14,False,boeing 747
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,255.0,VMC,takeoff,Probable Cause,NY,1995,12,6,False,boeing 747
accident,non-fatal,substantial,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,1.0,24.0,443.0,IMC,takeoff,Probable Cause,NY,1995,12,20,False,boeing 747
accident,non-fatal,minor,unknown,airbus,A300,no,2.0,turbo fan,commercial flight,0.0,2.0,32.0,163.0,VMC,standing,Probable Cause,NY,1996,2,20,False,airbus A300
incident,incident,minor,unknown,boeing,747,no,4.0,turbo jet,commercial flight,0.0,0.0,0.0,414.0,VMC,cruise,Probable Cause,NY,1996,6,17,False,boeing 747
incident,incident,minor,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,229.0,VMC,takeoff,Probable Cause,NY,1996,6,25,False,boeing 767
accident,fatal,destroyed,unknown,boeing,747,no,4.0,turbo fan,commercial flight,230.0,0.0,0.0,0.0,VMC,climb,Probable Cause,NY,1996,7,17,False,boeing 747
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,139.0,VMC,climb,Probable Cause,NY,1996,8,14,False,boeing 727
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,112.0,VMC,approach,Probable Cause,NY,1996,8,15,False,boeing 727
accident,non-fatal,substantial,unknown,lockheed,L1011,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,262.0,IMC,landing,Probable Cause,NY,1996,8,25,False,lockheed L1011
accident,non-fatal,destroyed,unknown,boeing,DC10,no,3.0,turbo jet,commercial flight,0.0,0.0,2.0,3.0,IMC,cruise,Probable Cause,NY,1996,9,5,False,boeing DC10
accident,non-fatal,substantial,unknown,boeing,MD88,no,2.0,turbo fan,commercial flight,0.0,0.0,3.0,60.0,IMC,approach,Probable Cause,NY,1996,10,19,False,boeing MD88
accident,non-fatal,minor,unknown,boeing,MD80,no,2.0,turbo fan,commercial flight,0.0,1.0,2.0,90.0,VMC,landing,Probable Cause,NY,1996,10,28,False,boeing MD80
accident,fatal,unknown,unknown,lockheed,L1011,no,3.0,turbo jet,commercial flight,1.0,0.0,0.0,202.0,VMC,taxi,Probable Cause,NY,1997,3,27,False,lockheed L1011
accident,non-fatal,minor,unknown,boeing,MD88,no,2.0,turbo jet,commercial flight,0.0,1.0,2.0,111.0,VMC,standing,Probable Cause,NY,1997,5,13,False,boeing MD88
accident,non-fatal,unknown,unknown,airbus,A300,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,162.0,VMC,descent,Probable Cause,NY,1997,9,26,False,airbus A300
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,5.0,unknown,climb,Probable Cause,NY,1998,8,31,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,1.0,4.0,VMC,taxi,Probable Cause,NY,1998,11,30,False,boeing 747
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,52.0,IMC,approach,Probable Cause,NY,1998,12,8,False,boeing 737
accident,non-fatal,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,1.0,0.0,160.0,VMC,standing,Probable Cause,NY,1999,1,13,False,boeing 727
accident,non-fatal,substantial,unknown,airbus,A300,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,190.0,VMC,landing,Probable Cause,NY,1999,7,15,False,airbus A300
incident,incident,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,179.0,VMC,approach,Probable Cause,NY,1999,11,20,False,boeing 767
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,73.0,VMC,taxi,Probable Cause,NY,1999,11,27,False,boeing 727
incident,incident,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,225.0,VMC,climb,Probable Cause,NY,2000,3,30,False,boeing 767
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,58.0,VMC,taxi,Probable Cause,NY,2000,9,15,False,boeing 737
accident,non-fatal,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,81.0,VMC,taxi,Probable Cause,NY,2000,10,23,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,27.0,VMC,takeoff,Probable Cause,NY,2000,12,27,False,boeing DC9
incident,incident,unknown,unknown,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,145.0,IMC,landing,Probable Cause,NY,2001,1,21,False,airbus A320
accident,fatal,destroyed,airplane,boeing,767,no,2.0,turbo fan,commercial flight,65.0,0.0,0.0,106.0,unknown,cruise,Probable Cause,NY,2001,9,11,False,boeing 767
accident,fatal,destroyed,unknown,boeing,767,no,2.0,turbo fan,commercial flight,92.0,0.0,0.0,106.0,unknown,cruise,Probable Cause,NY,2001,9,11,False,boeing 767
accident,fatal,destroyed,unknown,airbus,A300,no,2.0,turbo fan,commercial flight,265.0,0.0,0.0,106.0,VMC,takeoff,Probable Cause,NY,2001,11,12,False,airbus A300
incident,incident,minor,unknown,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,17.0,IMC,descent,Probable Cause,NY,2002,3,26,False,embraer ERJ145
accident,non-fatal,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,2.0,35.0,349.0,VMC,takeoff,Probable Cause,NY,2002,8,11,False,boeing 747
accident,non-fatal,unknown,unknown,boeing,MD82,no,2.0,turbo jet,commercial flight,0.0,1.0,6.0,72.0,VMC,standing,Probable Cause,NY,2002,11,9,False,boeing MD82
incident,incident,unknown,unknown,boeing,MD11,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,142.0,VMC,cruise,Probable Cause,NY,2003,1,14,False,boeing MD11
accident,non-fatal,substantial,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,6.0,1.0,VMC,standing,Probable Cause,NY,2003,1,19,False,boeing 757
accident,non-fatal,minor,unknown,boeing,717,no,2.0,turbo fan,commercial flight,0.0,1.0,22.0,60.0,VMC,approach,Probable Cause,NY,2003,3,26,False,boeing 717
incident,incident,minor,unknown,boeing,MD11,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,3.0,VMC,landing,Probable Cause,NY,2003,5,30,False,boeing MD11
accident,non-fatal,substantial,airplane,boeing,DC-9-,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,138.0,VMC,taxi,Probable Cause,NY,2003,9,2,False,boeing DC-9-
accident,non-fatal,substantial,unknown,fokker,F28,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,38.0,VMC,takeoff,Probable Cause,NY,2003,9,4,False,fokker F28
accident,non-fatal,substantial,unknown,embraer,ERJ135,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,30.0,VMC,taxi,Probable Cause,NY,2003,9,27,False,embraer ERJ135
accident,non-fatal,unknown,unknown,embraer,ERJ135,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,18.0,unknown,cruise,Probable Cause,NY,2004,8,29,False,embraer ERJ135
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,143.0,VMC,taxi,Probable Cause,NY,2006,6,8,False,boeing 737
accident,non-fatal,substantial,airplane,embraer,ERJ170,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,179.0,VMC,taxi,Probable Cause,NY,2006,9,8,False,embraer ERJ170
accident,non-fatal,minor,airplane,airbus,A319,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,179.0,VMC,taxi,Probable Cause,NY,2006,9,8,False,airbus A319
incident,incident,minor,airplane,boeing,MD11,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,253.0,unknown,unknown,Foreign,NY,2007,1,7,False,boeing MD11
accident,non-fatal,substantial,airplane,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,99.0,VMC,standing,Probable Cause,NY,2007,5,18,False,boeing DC9
accident,non-fatal,substantial,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,53.0,IMC,unknown,The tug driver's failure to comply with ramp safety procedures.,NY,2008,12,31,False,embraer ERJ145
accident,non-fatal,substantial,airplane,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,220.0,VMC,unknown,"The first officers input of full nose down elevator at touchdown.
Contributing to the accident was the gusty wind conditions.",NY,2009,4,20,False,boeing 767
accident,non-fatal,substantial,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,5.0,VMC,unknown,a baggage cart impacting the airplane and causing substantial damage as a result of the jet blast from a passing airplane.,NY,2010,6,19,False,boeing 737
accident,non-fatal,unknown,airplane,embraer,ERJ190,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,92.0,VMC,unknown,Improper latching of the aft galley cart prior to landing.,NY,2011,2,25,False,embraer ERJ190
accident,non-fatal,substantial,airplane,airbus,A380,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,576.0,VMC,unknown,the A380 flight crew's inability to identify that the wingtip path of their airplane would not maintain safe clearance from the CRJ701. Contributing to the accident was the failure of the CRJ701 flight crew to advise ATC that they were stopped with a portion of their airplane still extending onto the taxiway.,NY,2011,4,12,False,airbus A380
accident,non-fatal,unknown,airplane,airbus,A330,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,275.0,VMC,unknown,"The flight attendant's inadvertent fall, which resulted in a serious injury.",NY,2011,4,25,False,airbus A330
accident,non-fatal,unknown,airplane,boeing,767,no,2.0,turbo jet,commercial flight,0.0,0.0,1.0,215.0,IMC,unknown,"The passenger's lack of compliance with the illuminated seatbelt sign, which resulted in her injury during a turbulence encounter.",NY,2011,10,20,False,boeing 767
incident,non-fatal,unknown,airplane,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,210.0,unknown,unknown,The failure of the American Airlines aviation maintenance technicians to properly reassemble the two-piece bracket and spray shield on the integrated drive generator fuel-oil heat exchanger that caused a fuel leak that sprayed out and ignited on hot engine cases. Contributing to the cause of the fire was the 767 Aircraft Maintenance Manuals lack of any graphical or pictorial displays of the correct assembly of the two-piece bracket and spray shield.,NY,2012,2,8,False,boeing 767
accident,non-fatal,substantial,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,8.0,0.0,141.0,VMC,unknown,The captain's attempt to recover from an unstabilized approach by transferring airplane control at low altitude instead of performing a go-around. Contributing to the accident was the captain's failure to comply with standard operating procedures.,NY,2013,7,22,False,boeing 737
accident,non-fatal,substantial,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,228.0,VMC,unknown,The A340 captain's failure to maintain adequate clearance between his wing and the tail of the EMB-145.,NY,2014,10,5,False,embraer ERJ145
accident,non-fatal,substantial,airplane,boeing,MD88,no,unknown,turbo fan,commercial flight,0.0,0.0,0.0,132.0,IMC,unknown,"the captain's inability to maintain directional control of the airplane due to his application of excessive reverse thrust, which degraded the effectiveness of the rudder in controlling the airplane's heading. Contributing to the accident were the captain's (1) situational stress resulting from his concerns about stopping performance and (2) attentional limitations due to the high workload during the landing, which prevented him from immediately recognizing the use of excessive reverse thrust.",NY,2015,3,5,False,boeing MD88
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,147.0,unknown,unknown,hot water spilled from a cup onto the flight attendant's arm resulting in a 2nd degree burn.,NY,2015,10,9,False,boeing 737
accident,non-fatal,unknown,airplane,airbus,A321,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,109.0,VMC,unknown,an encounter with convective turbulence that resulted in a flight attendant injury.,NY,2016,6,12,False,airbus A321
incident,non-fatal,minor,airplane,boeing,757,no,unknown,turbo fan,commercial flight,0.0,0.0,0.0,157.0,unknown,unknown,"Maintenance personnel's failure to ensure proper installation of a fuel tube O-ring, which resulted in an undercowl engine fire during initial climb.",NY,2016,7,7,False,boeing 757
accident,non-fatal,substantial,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,168.0,VMC,unknown,inadvertent collision by ground service vehicle.,NY,2016,8,10,False,boeing 737
incident,non-fatal,minor,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,48.0,IMC,unknown,"The first officer's failure to attain the proper touchdown point and the flight crew's failure to call for a go-around, which resulted in the airplane landing more than halfway down the runway. Contributing to the incident were, the first officer's initiation of the landing flare at a relatively high altitude and his delay in reducing the throttles to idle, the captain's delay in manually deploying the speed brakes after touchdown, the captain's lack of command authority, and a lack of robust training provided by the operator to support the flight crew's decision-making concerning when to call for a go-around.",NY,2016,10,27,False,boeing 737
accident,non-fatal,unknown,airplane,airbus,A330,no,2.0,turbo fan,commercial flight,0.0,10.0,1.0,6.0,IMC,unknown,an inadvertent encounter with convective turbulence.,NY,2017,8,5,False,airbus A330
accident,non-fatal,substantial,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,295.0,VMC,unknown,the Delta B737 captain's failure to maintain proper clearance between his airplane and the stopped American B757.,NY,2017,8,15,False,boeing 757
accident,non-fatal,unknown,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,112.0,unknown,unknown,unknown,NY,2018,9,6,False,boeing 757
accident,non-fatal,substantial,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,121.0,unknown,unknown,failure of the deicing truck driver to maintain appropriate clearance from the airplane.,NY,2020,1,8,False,boeing 737
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,157.0,VMC,takeoff,Probable Cause,MT,1990,8,12,False,boeing 727
incident,non-fatal,unknown,airplane,boeing,777,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,263.0,VMC,unknown,"An accumulation of ice in the fuel system, which formed from the water normally present in jet fuel during commonly encountered flight conditions, which accreted and released, restricting the fuel flow at the right engine fuel-oil heat exchanger inlet face. 

Contributing to the incident were certification requirements (with which the aircraft and engine fuel systems were in compliance), which did not account for the possibility of ice accumulating and subsequently releasing in the aircraft and engine fuel feed system upstream of the fuel-oil heat exchanger.",MT,2008,11,26,False,boeing 777
accident,non-fatal,unknown,airplane,embraer,ERJ175,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,72.0,unknown,unknown,an unexpected encounter with clear air turbulence.,MT,2018,6,17,False,embraer ERJ175
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,133.0,VMC,standing,Probable Cause,OR,1983,6,3,False,boeing 727
